ApplicationID,SubmissionDate,ApplicantType,Country,Age,ApplicationType,DocumentStatus,PaymentStatus,PaymentAmount,PaymentMethod,PaymentDate,PaymentQuarter,ProcessingStage,DaysToProcess,DataCheckStatus,MissingInfoFlag,AssignedTeam
APP-100431,2025-10-01 11:04:22.847060,International,Germany,57.0,STUDENT RESTO,Incomplete,Paid,35.0,Bank Transfer,2025-10-26 11:04:22.847060,Q4,Submitted,0,Pass,Yes,Team C
APP-100432,2024-08-15 11:04:22.847060,UK,United Kingdom,49.0,Student Registration,Complete,Paid,35.0,PayPal,2024-09-08 11:04:22.847060,Q3,Completed,9,Pass,No,Team C
APP-100433,2025-09-11 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Pending,35.0,PayPal,2025-09-29 11:04:22.847060,Q3,Completed,3,Fail,No,Team C
APP-100434,2025-07-31 11:04:22.847060,UK,United Kingdom,20.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2025-08-23 11:04:22.847060,Q3,Completed,15,Pass,No,Team A
APP-100435,2024-12-18 11:04:22.847060,International,India,57.0,Student Registration,Incomplete,Paid,35.0,PayPal,2025-01-08 11:04:22.847060,Q1,Submitted,0,Pass,Yes,Team B
APP-100436,2025-06-30 11:04:22.847060,UK,United Kingdom,51.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2025-07-17 11:04:22.847060,,Completed,16,Pass,No,Team B
APP-100437,2025-10-21 11:04:22.847060,International,Brazil,57.0,STUDENT RESTO,Complete,Pending,35.0,PayPal,2025-10-27 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100438,2025-07-16 11:04:22.847060,International,USA,44.0,Student Registration,Incomplete,Pending,35.0,Bank Transfer,2025-07-31 11:04:22.847060,Q3,Submitted,0,Pass,Yes,Team B
APP-100439,2025-02-06 11:04:22.847060,UK,United Kingdom,30.0,Fully Qualified,Incomplete,Paid,282.0,Bank Transfer,2025-02-12 11:04:22.847060,Q1,In Review,3,Pass,Yes,Team C
APP-100440,2024-10-31 11:04:22.847060,UK,United Kingdom,50.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2024-11-27 11:04:22.847060,Q4,Submitted,0,Pass,Yes,Team B
APP-100441,2024-06-07 11:04:22.847060,International,Australia,23.0,Fully Qualified,Incomplete,Paid,141.0,PayPal,2024-07-06 11:04:22.847060,Q3,In Review,9,Pass,Yes,Team B
APP-100442,2024-09-19 11:04:22.847060,UK,United Kingdom,41.0,Student Registration,Complete,Paid,35.0,PayPal,2024-09-29 11:04:22.847060,Q3,In Review,2,Pass,No,Team B
APP-100443,2025-08-11 11:04:22.847060,UK,United Kingdom,36.0,Student Registration,Complete,Paid,35.0,PayPal,2025-08-20 11:04:22.847060,Q3,In Review,1,Pass,No,Team C
APP-100444,2025-01-12 11:04:22.847060,International,China,33.0,Fully Qualified,Complete,Pending,282.0,PayPal,2025-02-11 11:04:22.847060,Q1,Submitted,0,Fail,No,Team A
APP-100445,2024-11-29 11:04:22.847060,International,Brazil,57.0,Fully Qualified,Incomplete,Pending,70.5,Bank Transfer,2024-12-28 11:04:22.847060,Q4,Submitted,0,Pass,Yes,Team C
APP-100446,2025-11-14 11:04:22.847060,International,India,45.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2025-11-14 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100447,2025-09-20 11:04:22.847060,International,Brazil,50.0,FQ RESTO,Complete,Pending,235.0,Bank Transfer,2025-09-26 11:04:22.847060,Q3,Submitted,0,,No,Team A
APP-100448,2024-07-23 11:04:22.847060,UK,United Kingdom,58.0,,Complete,Unpaid,0.0,PayPal,,,Completed,4,Fail,No,Team A
APP-100449,2025-02-12 11:04:22.847060,UK,United Kingdom,30.0,Fully Qualified,Complete,Paid,282.0,Bank Transfer,2025-03-13 11:04:22.847060,Q1,In Review,5,Pass,No,Team B
APP-100450,2024-10-04 11:04:22.847060,International,China,42.0,FQ RESTO,Complete,Paid,117.5,PayPal,2024-10-10 11:04:22.847060,Q4,In Review,15,Pass,No,Team B
APP-100451,2025-09-12 11:04:22.847060,UK,United Kingdom,59.0,Fully Qualified,Incomplete,Unpaid,0.0,PayPal,,,In Review,7,Pass,Yes,Team A
APP-100452,2024-10-16 11:04:22.847060,UK,United Kingdom,53.0,BD RESTO,Incomplete,Paid,130.0,PayPal,2024-11-15 11:04:22.847060,Q4,Completed,13,Pass,Yes,Team A
APP-100453,2025-09-20 11:04:22.847060,International,Pakistan,44.0,STUDENT RESTO,Complete,Unpaid,0.0,Bank Transfer,,,Completed,13,Pass,No,Team B
APP-100454,2025-04-22 11:04:22.847060,UK,United Kingdom,55.0,Fully Qualified,Complete,Unpaid,0.0,Bank Transfer,,,Completed,4,Pass,No,Team C
APP-100455,2025-08-29 11:04:22.847060,UK,United Kingdom,24.0,Body Corporate,Complete,Paid,200.0,Bank Transfer,2025-09-21 11:04:22.847060,Q3,Completed,3,Pass,No,Team A
APP-100456,2025-10-31 11:04:22.847060,UK,United Kingdom,22.0,FQ RESTO,Complete,Pending,117.5,PayPal,2025-11-03 11:04:22.847060,Q4,In Review,14,Pass,No,Team C
APP-100457,2025-08-12 11:04:22.847060,UK,United Kingdom,48.0,STUDENT RESTO,Incomplete,Pending,35.0,Bank Transfer,2025-09-04 11:04:22.847060,Q3,Completed,15,Pass,Yes,Team B
APP-100458,2025-09-01 11:04:22.847060,UK,,40.0,BD RESTO,Complete,Paid,260.0,PayPal,2025-09-25 11:04:22.847060,Q3,Completed,15,Pass,No,Team A
APP-100459,2024-11-11 11:04:22.847060,UK,United Kingdom,59.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-11-26 11:04:22.847060,,In Review,3,Pass,No,Team C
APP-100460,2025-10-01 11:04:22.847060,UK,United Kingdom,27.0,Fully Qualified,Incomplete,Paid,70.5,Bank Transfer,2025-10-30 11:04:22.847060,Q4,In Review,5,Pass,Yes,Team C
APP-100461,2025-09-05 11:04:22.847060,UK,United Kingdom,49.0,Student Registration,Complete,Paid,35.0,PayPal,2025-09-12 11:04:22.847060,Q3,In Review,4,Fail,No,Team C
APP-100462,2025-02-22 11:04:22.847060,International,Pakistan,47.0,BD RESTO,Complete,Paid,520.0,Bank Transfer,2025-03-16 11:04:22.847060,Q1,Completed,16,Pass,No,Team B
APP-100463,2025-02-10 11:04:22.847060,UK,United Kingdom,56.0,Student Registration,Complete,Paid,35.0,PayPal,2025-03-01 11:04:22.847060,Q1,Completed,9,Pass,No,Team B
APP-100464,2025-03-12 11:04:22.847060,International,France,48.0,FQ RESTO,Complete,Paid,352.5,PayPal,2025-04-03 11:04:22.847060,Q2,Completed,12,Pass,No,Team C
APP-100465,2025-11-17 11:04:22.847060,UK,United Kingdom,35.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-11-23 11:04:22.847060,Q4,In Review,8,Pass,No,Team C
APP-100466,2025-10-11 11:04:22.847060,UK,United Kingdom,53.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-10-23 11:04:22.847060,Q4,In Review,4,Pass,No,Team B
APP-100467,2025-02-01 11:04:22.847060,International,China,19.0,Fully Qualified,Complete,Unpaid,0.0,Bank Transfer,,,Submitted,0,Pass,No,Team C
APP-100468,2025-03-10 11:04:22.847060,UK,United Kingdom,31.0,BD RESTO,Incomplete,Unpaid,0.0,Bank Transfer,,,Submitted,0,Pass,Yes,Team C
APP-100469,2025-08-26 11:04:22.847060,International,Brazil,30.0,Student Registration,Complete,Paid,35.0,PayPal,2025-09-24 11:04:22.847060,Q3,Completed,5,Pass,No,Team B
APP-100470,2024-08-20 11:04:22.847060,UK,United Kingdom,46.0,Fully Qualified,Complete,Pending,141.0,Bank Transfer,2024-08-27 11:04:22.847060,Q3,Completed,9,Pass,No,Team C
APP-100471,2025-03-21 11:04:22.847060,International,Australia,29.0,Fully Qualified,Complete,Pending,211.5,Bank Transfer,2025-04-07 11:04:22.847060,Q2,In Review,3,Pass,No,Team C
APP-100472,2025-01-28 11:04:22.847060,UK,United Kingdom,56.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-02-07 11:04:22.847060,Q1,Completed,6,Pass,No,Team C
APP-100473,2025-03-07 11:04:22.847060,International,Brazil,19.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-03-31 11:04:22.847060,Q1,In Review,5,Pass,No,Team B
APP-100474,2025-05-11 11:04:22.847060,UK,United Kingdom,49.0,FQ RESTO,Complete,Paid,352.5,Bank Transfer,2025-05-20 11:04:22.847060,Q2,Withdrawn,0,Pass,No,Team C
APP-100475,2025-04-25 11:04:22.847060,International,France,30.0,Fully Qualified,Complete,Unpaid,0.0,PayPal,,,In Review,7,Pass,,Team B
APP-100476,2024-08-23 11:04:22.847060,UK,United Kingdom,44.0,Student Registration,Incomplete,Paid,35.0,PayPal,2024-09-04 11:04:22.847060,Q3,In Review,1,Pass,Yes,Team B
APP-100477,2024-10-21 11:04:22.847060,UK,United Kingdom,58.0,FQ RESTO,Complete,Paid,117.5,PayPal,2024-11-04 11:04:22.847060,Q4,In Review,15,Pass,No,Team A
APP-100478,2024-11-03 11:04:22.847060,International,USA,34.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2024-11-20 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100479,2025-01-24 11:04:22.847060,UK,United Kingdom,57.0,Body Corporate,Incomplete,Paid,400.0,Bank Transfer,2025-02-13 11:04:22.847060,Q1,Submitted,0,Pass,Yes,Team C
APP-100480,2025-06-29 11:04:22.847060,UK,United Kingdom,48.0,Fully Qualified,Complete,Paid,141.0,PayPal,2025-07-10 11:04:22.847060,Q3,Completed,7,Pass,No,Team B
APP-100481,2024-11-05 11:04:22.847060,International,Australia,51.0,FQ RESTO,Complete,Paid,,Bank Transfer,2024-11-14 11:04:22.847060,Q4,Completed,14,Fail,No,Team A
APP-100482,2025-01-07 11:04:22.847060,UK,United Kingdom,41.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2025-01-15 11:04:22.847060,Q1,Completed,13,Pass,No,Team C
APP-100483,2024-08-06 11:04:22.847060,UK,United Kingdom,52.0,BD RESTO,Complete,Pending,260.0,Bank Transfer,2024-08-17 11:04:22.847060,Q3,Submitted,0,Pass,No,Team A
APP-100484,2025-07-31 11:04:22.847060,UK,United Kingdom,23.0,Fully Qualified,,Paid,141.0,Bank Transfer,2025-08-16 11:04:22.847060,Q3,Completed,6,Pass,No,Team A
APP-100485,2025-07-24 11:04:22.847060,International,USA,36.0,Body Corporate,Complete,Paid,200.0,PayPal,2025-08-21 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100486,2025-05-06 11:04:22.847060,UK,United Kingdom,47.0,BD RESTO,Complete,Paid,390.0,Bank Transfer,2025-05-21 11:04:22.847060,Q2,Submitted,0,Pass,No,Team B
APP-100487,2025-09-22 11:04:22.847060,UK,United Kingdom,24.0,Student Registration,Complete,Paid,35.0,PayPal,2025-10-06 11:04:22.847060,Q4,Completed,8,Pass,No,Team A
APP-100488,2025-08-01 11:04:22.847060,International,USA,27.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2025-08-04 11:04:22.847060,Q3,Completed,4,Fail,No,Team A
APP-100489,2024-08-04 11:04:22.847060,International,Germany,58.0,FQ RESTO,Complete,Paid,235.0,Bank Transfer,2024-08-29 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100490,2024-12-30 11:04:22.847060,UK,United Kingdom,49.0,Body Corporate,Complete,Pending,400.0,PayPal,2025-01-22 11:04:22.847060,Q1,Submitted,0,Pass,No,Team C
APP-100491,2025-08-06 11:04:22.847060,UK,United Kingdom,51.0,Fully Qualified,Complete,Pending,141.0,Bank Transfer,2025-08-21 11:04:22.847060,Q3,Withdrawn,0,Pass,No,Team B
APP-100492,2025-07-05 11:04:22.847060,UK,United Kingdom,45.0,Body Corporate,Complete,Pending,200.0,Bank Transfer,2025-07-29 11:04:22.847060,Q3,Submitted,0,Pass,No,Team A
APP-100493,2024-06-22 11:04:22.847060,UK,United Kingdom,32.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2024-07-18 11:04:22.847060,Q3,In Review,5,Pass,Yes,Team C
APP-100494,2025-06-26 11:04:22.847060,UK,United Kingdom,47.0,Fully Qualified,Complete,Paid,141.0,PayPal,2025-07-06 11:04:22.847060,Q3,Completed,8,Pass,No,Team A
APP-100495,2025-10-03 11:04:22.847060,UK,United Kingdom,54.0,BD RESTO,Complete,Unpaid,0.0,PayPal,,,Submitted,0,Pass,No,Team C
APP-100496,2024-06-08 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-07-07 11:04:22.847060,Q3,Submitted,0,Pass,No,Team A
APP-100497,2025-05-28 11:04:22.847060,UK,United Kingdom,39.0,Student Registration,Complete,Paid,35.0,PayPal,2025-06-03 11:04:22.847060,Q2,In Review,10,Pass,No,Team C
APP-100498,2025-04-03 11:04:22.847060,International,Pakistan,21.0,STUDENT RESTO,Incomplete,Paid,35.0,PayPal,2025-04-14 11:04:22.847060,Q2,Completed,17,Pass,Yes,Team C
APP-100499,2025-07-06 11:04:22.847060,International,Pakistan,37.0,Student Registration,Incomplete,Paid,35.0,PayPal,2025-07-16 11:04:22.847060,Q3,Completed,9,Pass,Yes,Team A
APP-100500,2025-08-05 11:04:22.847060,International,France,49.0,Student Registration,Complete,Paid,35.0,PayPal,2025-08-18 11:04:22.847060,Q3,Completed,8,Pass,No,Team C
APP-100501,2025-01-13 11:04:22.847060,UK,United Kingdom,53.0,STUDENT RESTO,Complete,Unpaid,0.0,Bank Transfer,,,Withdrawn,0,Pass,No,Team B
APP-100502,2025-10-14 11:04:22.847060,UK,United Kingdom,21.0,BD RESTO,Complete,Paid,130.0,PayPal,2025-10-15 11:04:22.847060,Q4,Completed,14,Pass,No,Team A
APP-100503,2025-01-12 11:04:22.847060,International,Canada,44.0,Body Corporate,Incomplete,Paid,400.0,Bank Transfer,2025-01-30 11:04:22.847060,Q1,In Review,11,Pass,Yes,Team B
APP-100504,2025-03-08 11:04:22.847060,International,China,34.0,FQ RESTO,Complete,Unpaid,0.0,Bank Transfer,,,In Review,17,Fail,No,Team A
APP-100505,2025-08-22 11:04:22.847060,UK,United Kingdom,29.0,Student Registration,Complete,Unpaid,0.0,PayPal,,,Completed,3,Pass,No,Team C
APP-100506,2025-10-12 11:04:22.847060,International,Canada,39.0,BD RESTO,Complete,Paid,130.0,PayPal,2025-11-08 11:04:22.847060,Q4,Completed,14,Pass,No,Team C
APP-100507,2024-07-01 11:04:22.847060,International,Germany,34.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2024-07-08 11:04:22.847060,Q3,Completed,6,Fail,No,Team C
APP-100508,2025-07-05 11:04:22.847060,International,Germany,27.0,FQ RESTO,Complete,,235.0,Bank Transfer,2025-07-28 11:04:22.847060,Q3,Completed,14,Pass,No,Team A
APP-100509,2025-05-12 11:04:22.847060,International,Pakistan,18.0,Fully Qualified,Complete,Pending,211.5,PayPal,2025-05-16 11:04:22.847060,Q2,Submitted,0,Pass,No,Team B
APP-100510,2025-07-21 11:04:22.847060,UK,United Kingdom,39.0,Body Corporate,Complete,Paid,200.0,Bank Transfer,2025-07-21 11:04:22.847060,Q3,In Review,1,Pass,No,Team B
APP-100511,2024-11-18 11:04:22.847060,UK,United Kingdom,43.0,Fully Qualified,Complete,Pending,70.5,Bank Transfer,2024-11-26 11:04:22.847060,Q4,In Review,3,Pass,No,Team A
APP-100512,2025-09-23 11:04:22.847060,International,Australia,35.0,Fully Qualified,Complete,Paid,70.5,Bank Transfer,2025-10-10 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100513,2024-10-10 11:04:22.847060,International,China,31.0,BD RESTO,Complete,Paid,130.0,Bank Transfer,2024-11-08 11:04:22.847060,Q4,Submitted,0,Pass,No,Team B
APP-100514,2024-06-29 11:04:22.847060,UK,United Kingdom,46.0,Body Corporate,Complete,Paid,200.0,PayPal,2024-07-17 11:04:22.847060,Q3,Completed,8,Pass,No,Team B
APP-100515,2025-07-10 11:04:22.847060,UK,United Kingdom,29.0,Body Corporate,Complete,Paid,200.0,Bank Transfer,2025-07-28 11:04:22.847060,Q3,Completed,8,Pass,No,Team B
APP-100516,2024-06-29 11:04:22.847060,UK,United Kingdom,53.0,Fully Qualified,Complete,Pending,141.0,PayPal,2024-07-22 11:04:22.847060,Q3,In Review,2,Pass,No,Team B
APP-100517,2024-08-26 11:04:22.847060,International,India,52.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2024-09-08 11:04:22.847060,Q3,In Review,8,Pass,No,Team A
APP-100518,2025-08-14 11:04:22.847060,International,India,29.0,BD RESTO,Complete,Paid,260.0,PayPal,2025-08-23 11:04:22.847060,Q3,In Review,17,Pass,No,Team A
APP-100519,2024-10-18 11:04:22.847060,UK,United Kingdom,24.0,FQ RESTO,Complete,Paid,117.5,PayPal,2024-10-22 11:04:22.847060,Q4,Submitted,0,Pass,No,Team C
APP-100520,2025-09-17 11:04:22.847060,UK,United Kingdom,46.0,Body Corporate,Complete,Paid,200.0,PayPal,2025-09-23 11:04:22.847060,Q3,Completed,7,Fail,No,Team B
APP-100521,2024-12-05 11:04:22.847060,UK,United Kingdom,28.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2024-12-15 11:04:22.847060,,Completed,14,Fail,No,Team C
APP-100522,2024-07-23 11:04:22.847060,International,China,50.0,FQ RESTO,Incomplete,Paid,235.0,PayPal,2024-07-30 11:04:22.847060,Q3,Completed,12,Pass,Yes,Team A
APP-100523,2025-02-23 11:04:22.847060,International,Pakistan,23.0,Body Corporate,Complete,Paid,400.0,Bank Transfer,2025-03-07 11:04:22.847060,Q1,Completed,8,Fail,No,Team A
APP-100524,2025-06-25 11:04:22.847060,International,Pakistan,32.0,Body Corporate,Incomplete,Pending,200.0,PayPal,2025-07-13 11:04:22.847060,Q3,Completed,4,Pass,Yes,Team C
APP-100525,2025-05-03 11:04:22.847060,UK,United Kingdom,49.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2025-05-29 11:04:22.847060,,Submitted,0,Fail,No,Team B
APP-100526,2025-01-04 11:04:22.847060,UK,United Kingdom,28.0,Body Corporate,Complete,Paid,400.0,Bank Transfer,2025-01-11 11:04:22.847060,Q1,In Review,5,Pass,No,Team B
APP-100527,2025-09-10 11:04:22.847060,UK,United Kingdom,40.0,FQ RESTO,Complete,Pending,235.0,Bank Transfer,2025-09-25 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100528,2025-05-02 11:04:22.847060,UK,United Kingdom,43.0,Body Corporate,Complete,Paid,300.0,PayPal,2025-05-19 11:04:22.847060,Q2,Withdrawn,0,Pass,No,Team B
APP-100529,2025-05-13 11:04:22.847060,International,Pakistan,51.0,Body Corporate,Complete,Paid,300.0,PayPal,2025-06-02 11:04:22.847060,Q2,Submitted,0,Pass,No,Team C
APP-100530,2025-06-25 11:04:22.847060,International,Nigeria,51.0,Student Registration,Complete,Unpaid,0.0,Bank Transfer,,,Submitted,0,Pass,No,Team C
APP-100531,2025-03-13 11:04:22.847060,International,France,46.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2025-04-12 11:04:22.847060,Q2,Completed,3,Pass,No,Team A
APP-100532,2025-08-07 11:04:22.847060,International,Pakistan,9.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2025-08-28 11:04:22.847060,Q3,Completed,16,Pass,No,Team B
APP-100533,2025-02-15 11:04:22.847060,UK,United Kingdom,34.0,Body Corporate,Complete,Paid,400.0,Bank Transfer,2025-02-25 11:04:22.847060,Q1,Completed,9,Pass,No,Team B
APP-100534,2024-08-24 11:04:22.847060,International,Australia,52.0,Body Corporate,Complete,Paid,200.0,PayPal,2024-09-01 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100535,2025-09-26 11:04:22.847060,International,USA,30.0,STUDENT RESTO,Complete,Unpaid,0.0,PayPal,,,Submitted,0,Pass,No,Team C
APP-100536,2024-06-21 11:04:22.847060,International,India,58.0,Body Corporate,Complete,Paid,200.0,PayPal,2024-07-15 11:04:22.847060,Q3,In Review,4,Pass,No,Team B
APP-100537,2024-07-25 11:04:22.847060,UK,United Kingdom,56.0,Fully Qualified,Complete,Pending,141.0,Bank Transfer,2024-08-20 11:04:22.847060,Q3,Submitted,0,Pass,No,Team C
APP-100538,2025-05-26 11:04:22.847060,UK,United Kingdom,32.0,BD RESTO,Complete,Pending,390.0,PayPal,2025-06-10 11:04:22.847060,Q2,Submitted,0,Pass,No,Team B
APP-100539,2025-01-17 11:04:22.847060,UK,United Kingdom,46.0,BD RESTO,Complete,Paid,520.0,PayPal,2025-02-16 11:04:22.847060,Q1,In Review,15,Pass,No,Team B
APP-100540,2024-08-11 11:04:22.847060,International,China,46.0,Student Registration,Complete,Paid,35.0,PayPal,2024-09-03 11:04:22.847060,Q3,Completed,4,Pass,No,Team A
APP-100541,2024-07-13 11:04:22.847060,UK,United Kingdom,28.0,Fully Qualified,Incomplete,Paid,141.0,Bank Transfer,2024-08-02 11:04:22.847060,Q3,In Review,3,Fail,Yes,Team B
APP-100542,2024-07-03 11:04:22.847060,UK,United Kingdom,49.0,Fully Qualified,Incomplete,Paid,141.0,Bank Transfer,2024-07-26 11:04:22.847060,Q3,Completed,5,Pass,Yes,Team B
APP-100543,2025-02-10 11:04:22.847060,International,Nigeria,19.0,Fully Qualified,Complete,Paid,282.0,PayPal,2025-02-25 11:04:22.847060,Q1,Completed,4,Pass,No,Team A
APP-100544,2024-12-23 11:04:22.847060,UK,United Kingdom,31.0,Fully Qualified,Complete,Unpaid,0.0,Bank Transfer,,,In Review,3,Fail,No,Team C
APP-100545,2024-06-22 11:04:22.847060,UK,United Kingdom,37.0,Fully Qualified,Complete,Unpaid,0.0,Bank Transfer,,,Completed,4,Pass,No,Team C
APP-100546,2024-11-05 11:04:22.847060,UK,United Kingdom,39.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-11-19 11:04:22.847060,Q4,In Review,3,Pass,No,Team B
APP-100547,2025-02-01 11:04:22.847060,International,France,28.0,Fully Qualified,Complete,Paid,282.0,PayPal,2025-02-06 11:04:22.847060,Q1,Submitted,0,Pass,No,Team C
APP-100548,2024-10-09 11:04:22.847060,UK,United Kingdom,44.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-11-01 11:04:22.847060,Q4,Completed,8,Pass,No,Team B
APP-100549,2025-09-29 11:04:22.847060,International,Germany,20.0,Body Corporate,Incomplete,Paid,100.0,Bank Transfer,2025-10-24 11:04:22.847060,Q4,Submitted,0,Pass,Yes,Team A
APP-100550,2024-09-27 11:04:22.847060,UK,United Kingdom,34.0,FQ RESTO,Complete,Pending,117.5,Bank Transfer,2024-10-08 11:04:22.847060,Q4,Withdrawn,0,Pass,No,Team A
APP-100551,2025-01-11 11:04:22.847060,International,Brazil,45.0,BD RESTO,Complete,Paid,520.0,PayPal,2025-01-16 11:04:22.847060,Q1,Submitted,0,Pass,No,
APP-100552,2025-09-21 11:04:22.847060,UK,United Kingdom,46.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2025-09-25 11:04:22.847060,Q3,Completed,4,Fail,No,Team A
APP-100553,2025-02-19 11:04:22.847060,UK,United Kingdom,38.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-03-14 11:04:22.847060,Q1,In Review,5,Pass,No,Team A
APP-100554,2025-06-14 11:04:22.847060,International,France,33.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-07-01 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
,2024-11-20 11:04:22.847060,UK,United Kingdom,54.0,Fully Qualified,Complete,Unpaid,0.0,PayPal,,,Submitted,0,Pass,No,Team B
APP-100556,2024-09-27 11:04:22.847060,UK,United Kingdom,37.0,Student Registration,Complete,Unpaid,0.0,Bank Transfer,,,Completed,7,Pass,No,Team A
APP-100557,2024-11-16 11:04:22.847060,UK,United Kingdom,23.0,Fully Qualified,Complete,Paid,70.5,Bank Transfer,2024-12-01 11:04:22.847060,Q4,Completed,4,Pass,No,Team C
APP-100558,2025-04-16 11:04:22.847060,International,Australia,36.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-04-21 11:04:22.847060,Q2,Completed,3,Pass,Yes,Team C
APP-100559,2024-09-20 11:04:22.847060,UK,United Kingdom,22.0,FQ RESTO,Complete,Unpaid,0.0,PayPal,,,In Review,16,Pass,No,Team B
APP-100560,2024-06-28 11:04:22.847060,International,Germany,20.0,Fully Qualified,Complete,Unpaid,0.0,,,,Completed,5,Pass,No,Team B
APP-100561,2025-04-17 11:04:22.847060,UK,United Kingdom,18.0,Student Registration,Complete,Paid,35.0,PayPal,2025-05-16 11:04:22.847060,Q2,Completed,5,Pass,No,Team C
APP-100562,2025-06-21 11:04:22.847060,UK,United Kingdom,55.0,FQ RESTO,Incomplete,Pending,235.0,PayPal,2025-07-19 11:04:22.847060,,Completed,13,Pass,Yes,Team A
APP-100563,2025-07-13 11:04:22.847060,UK,United Kingdom,32.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2025-07-30 11:04:22.847060,Q3,In Review,8,Pass,No,Team C
APP-100564,2024-12-22 11:04:22.847060,UK,United Kingdom,51.0,Student Registration,Complete,Paid,35.0,PayPal,2025-01-11 11:04:22.847060,Q1,Completed,4,Pass,No,Team C
APP-100565,2024-08-18 11:04:22.847060,UK,United Kingdom,52.0,Body Corporate,Incomplete,Pending,200.0,Bank Transfer,2024-09-17 11:04:22.847060,Q3,Completed,7,Pass,Yes,Team C
APP-100566,2025-02-05 11:04:22.847060,,United Kingdom,42.0,Body Corporate,Incomplete,Paid,400.0,Bank Transfer,2025-02-06 11:04:22.847060,Q1,In Review,3,Pass,Yes,Team C
APP-100567,2024-09-14 11:04:22.847060,UK,United Kingdom,41.0,BD RESTO,Complete,Unpaid,0.0,Bank Transfer,,,Completed,17,Pass,No,Team B
APP-100568,2025-04-06 11:04:22.847060,International,Brazil,29.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-04-22 11:04:22.847060,Q2,Completed,7,Pass,Yes,Team B
APP-100569,2024-10-03 11:04:22.847060,UK,United Kingdom,35.0,Fully Qualified,Complete,Paid,70.5,PayPal,2024-10-04 11:04:22.847060,Q4,Submitted,0,Fail,No,Team A
APP-100570,2024-07-14 11:04:22.847060,UK,United Kingdom,32.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-08-09 11:04:22.847060,Q3,Submitted,0,Pass,No,Team A
APP-100571,2025-05-23 11:04:22.847060,International,Germany,33.0,Student Registration,Complete,Paid,35.0,PayPal,2025-06-19 11:04:22.847060,Q2,In Review,2,Fail,No,
APP-100572,2025-08-14 11:04:22.847060,UK,United Kingdom,44.0,FQ RESTO,Complete,Paid,235.0,Bank Transfer,2025-08-16 11:04:22.847060,Q3,Completed,13,Pass,No,Team A
APP-100573,2025-06-16 11:04:22.847060,UK,United Kingdom,25.0,BD RESTO,Complete,Paid,260.0,Bank Transfer,2025-07-16 11:04:22.847060,Q3,Completed,14,Fail,No,Team C
APP-100574,2024-08-11 11:04:22.847060,International,USA,42.0,Fully Qualified,Complete,Paid,141.0,PayPal,2024-09-06 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100575,2025-11-02 11:04:22.847060,International,Australia,34.0,Body Corporate,Complete,Paid,100.0,PayPal,2025-11-23 11:04:22.847060,Q4,Completed,6,Fail,No,Team B
APP-100576,2025-05-17 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Paid,35.0,PayPal,2025-05-18 11:04:22.847060,Q2,Completed,9,Fail,No,Team A
